datetime,instrument,0,confidence
2026-04-08,SH688012,0.14793637,0.9795523
2026-04-08,SH601998,0.14249754,0.9729629
2026-04-08,SH600845,0.12865993,0.96906483
2026-04-08,SH600233,0.11978193,0.98415065
2026-04-08,SH600426,0.111350454,0.9719353
2026-04-08,SZ002179,0.11015273,0.9766972
2026-04-08,SH603799,0.10757617,0.976035
2026-04-08,SZ002371,0.101578616,0.9748345
2026-04-08,SH600111,0.099467926,0.9712624
2026-04-08,SH601698,0.09725308,0.96948874
2026-04-08,SH603288,0.09647306,0.9844142
2026-04-08,SH603392,0.092175625,0.98088706
2026-04-08,SZ300251,0.087813936,0.9840561
2026-04-08,SH601899,0.08531136,0.9840099
2026-04-08,SZ300418,0.084903784,0.9800583
2026-04-08,SH600061,0.078532316,0.9833778
2026-04-08,SH601689,0.07639267,0.9762256
2026-04-08,SH688271,0.07550263,0.97893095
2026-04-08,SZ003816,0.07449653,0.981141
2026-04-08,SZ000895,0.0733506,0.9773677
2026-04-08,SZ002475,0.07272447,0.97736025
2026-04-08,SH600515,0.07228557,0.976991
2026-04-08,SZ300124,0.07137815,0.98119146
2026-04-08,SZ002027,0.07089614,0.9788777
2026-04-08,SH600346,0.06853194,0.97480464
2026-04-08,SZ002938,0.06753295,0.9655064
2026-04-08,SH601117,0.06364515,0.9767635
2026-04-08,SH600104,0.06202107,0.9864282
2026-04-08,SZ002028,0.061690845,0.9740433
2026-04-08,SZ002601,0.061202504,0.97746867
2026-04-08,SZ000975,0.06018681,0.98239994
2026-04-08,SZ002241,0.059783168,0.9869826
2026-04-08,SZ002709,0.0586539,0.9778702
2026-04-08,SH600066,0.058301114,0.9854159
2026-04-08,SZ000977,0.058143817,0.98387885
2026-04-08,SH600196,0.056490235,0.97562796
2026-04-08,SZ000661,0.05617901,0.9829274
2026-04-08,SH600161,0.053485908,0.97838247
2026-04-08,SH600372,0.05191786,0.9889681
2026-04-08,SH600547,0.05115392,0.9797593
2026-04-08,SH601939,0.050688498,0.9824012
2026-04-08,SH601816,0.050500207,0.9846209
2026-04-08,SH601601,0.050320126,0.977173
2026-04-08,SH600760,0.047251306,0.97586185
2026-04-08,SH601825,0.046849377,0.98245275
2026-04-08,SH603893,0.046656065,0.9843529
2026-04-08,SH601456,0.046162,0.9790227
2026-04-08,SH601788,0.04603868,0.98601794
2026-04-08,SZ300661,0.045781605,0.968311
2026-04-08,SH603260,0.044907488,0.98572063
2026-04-08,SZ002920,0.044484623,0.9868153
2026-04-08,SH601166,0.04370164,0.9827823
2026-04-08,SH601398,0.041568987,0.98169184
2026-04-08,SZ000630,0.04112365,0.97734296
2026-04-08,SH601988,0.039369307,0.9778717
2026-04-08,SH600000,0.03927078,0.9831061
2026-04-08,SZ002050,0.038911708,0.982163
2026-04-08,SZ300999,0.037777536,0.971764
2026-04-08,SZ000938,0.035520934,0.98573893
2026-04-08,SH600900,0.035166584,0.9690618
2026-04-08,SH600489,0.034903914,0.98126125
2026-04-08,SH601808,0.034260698,0.9843305
2026-04-08,SH601888,0.03361036,0.98280454
2026-04-08,SH601328,0.033526696,0.98153234
2026-04-08,SH600183,0.033417948,0.9810785
2026-04-08,SZ000338,0.033225432,0.98537445
2026-04-08,SH600887,0.0331878,0.97893643
2026-04-08,SZ002415,0.032110833,0.9835698
2026-04-08,SZ002236,0.031549156,0.98547214
2026-04-08,SH688256,0.03144893,0.97833407
2026-04-08,SH601169,0.03123746,0.98292196
2026-04-08,SH600188,0.031237341,0.9844295
2026-04-08,SH688396,0.031144507,0.97062254
2026-04-08,SZ300832,0.031104252,0.985551
2026-04-08,SZ000157,0.030124277,0.9836308
2026-04-08,SZ300413,0.029615484,0.9816999
2026-04-08,SZ000708,0.029091068,0.9861524
2026-04-08,SH600919,0.028851397,0.98417574
2026-04-08,SH600009,0.027597263,0.98572725
2026-04-08,SH601607,0.02708856,0.9854816
2026-04-08,SH688981,0.025896192,0.9800323
2026-04-08,SZ002304,0.02574148,0.9879794
2026-04-08,SZ002049,0.025491767,0.9860497
2026-04-08,SH600519,0.025192045,0.98299336
2026-04-08,SH601021,0.024635606,0.97931427
2026-04-08,SH600415,0.02433905,0.976033
2026-04-08,SH601111,0.02414643,0.9776619
2026-04-08,SH600570,0.023895308,0.98363644
2026-04-08,SZ000333,0.02371075,0.9777805
2026-04-08,SH600938,0.023417994,0.9857092
2026-04-08,SH600036,0.023373462,0.9769957
2026-04-08,SH603369,0.02316513,0.9773706
2026-04-08,SZ000063,0.022793964,0.98417574
2026-04-08,SZ300760,0.022713289,0.9860064
2026-04-08,SH601059,0.022700183,0.97945315
2026-04-08,SZ002252,0.02266284,0.98107797
2026-04-08,SH600958,0.02211491,0.98340833
2026-04-08,SZ300442,0.02188506,0.97942847
2026-04-08,SZ000786,0.021325655,0.9839761
2026-04-08,SH600015,0.02112969,0.9783759
2026-04-08,SZ000538,0.021126159,0.98713917
2026-04-08,SH600460,0.020994969,0.98139936
2026-04-08,SH601298,0.020697318,0.9817377
2026-04-08,SH600019,0.020266868,0.98412263
2026-04-08,SH600918,0.020158999,0.9863392
2026-04-08,SH601006,0.019969098,0.98691815
2026-04-08,SH601318,0.019324578,0.98150086
2026-04-08,SH601360,0.019261725,0.9816729
2026-04-08,SZ300803,0.018964723,0.9850627
2026-04-08,SH603195,0.018884182,0.9882471
2026-04-08,SH601668,0.018513702,0.9714016
2026-04-08,SH688041,0.018479608,0.97764856
2026-04-08,SZ002352,0.017791085,0.9845472
2026-04-08,SZ300015,0.017579816,0.9797671
2026-04-08,SH601600,0.01757463,0.9765327
2026-04-08,SH688126,0.017177336,0.98123884
2026-04-08,SH603501,0.017106362,0.98339015
2026-04-08,SH601127,0.016905203,0.98094064
2026-04-08,SZ300033,0.01657679,0.9779439
2026-04-08,SH601066,0.015315972,0.98253375
2026-04-08,SH601658,0.014445104,0.9834524
2026-04-08,SZ301269,0.014410712,0.980839
2026-04-08,SH600660,0.014163703,0.9863772
2026-04-08,SZ002074,0.0130571425,0.9841632
2026-04-08,SH600029,0.013038091,0.97731334
2026-04-08,SH600893,0.012545064,0.985615
2026-04-08,SZ002493,0.011829972,0.9768022
2026-04-08,SH600219,0.011619329,0.9844328
2026-04-08,SZ000807,0.011540122,0.98537445
2026-04-08,SH600741,0.011258222,0.98172873
2026-04-08,SH600875,0.008767493,0.983524
2026-04-08,SH600886,0.008482866,0.9770422
2026-04-08,SH600150,0.00833036,0.9785024
2026-04-08,SH600941,0.007883973,0.9872312
2026-04-08,SZ302132,0.0072015226,0.98312527
2026-04-08,SH603019,0.007173218,0.9794924
2026-04-08,SZ000568,0.007081859,0.98487604
2026-04-08,SH601077,0.0067712143,0.982935
2026-04-08,SH600309,0.006602071,0.97035855
2026-04-08,SH600584,0.006580949,0.9795068
2026-04-08,SH601995,0.0065220967,0.99144065
2026-04-08,SH600585,0.005755082,0.987628
2026-04-08,SZ002600,0.0057515725,0.9842085
2026-04-08,SZ300274,0.0052479357,0.98579746
2026-04-08,SZ300750,0.0052177086,0.98166317
2026-04-08,SH601390,0.005048409,0.98192227
2026-04-08,SZ000425,0.0048785806,0.9865578
2026-04-08,SH601229,0.003670171,0.9832228
2026-04-08,SZ000651,0.003629908,0.97916096
2026-04-08,SZ002463,0.0034483299,0.98207897
2026-04-08,SH600362,0.0031771585,0.98579955
2026-04-08,SH600028,0.0030042157,0.9897293
