datetime,instrument,0,confidence
2026-04-09,SH600845,0.15417787,0.9593219
2026-04-09,SH688012,0.14173529,0.95653075
2026-04-09,SH601998,0.12318746,0.9801056
2026-04-09,SH603799,0.12130047,0.9653864
2026-04-09,SZ002475,0.12121802,0.9733681
2026-04-09,SZ002371,0.11143283,0.974702
2026-04-09,SH600196,0.10193955,0.9777194
2026-04-09,SH603288,0.09533989,0.97390205
2026-04-09,SH600015,0.09500978,0.97813684
2026-04-09,SZ002028,0.091818325,0.98092526
2026-04-09,SH601899,0.09108577,0.9879281
2026-04-09,SH600875,0.08870118,0.97124195
2026-04-09,SH688169,0.08796372,0.9749224
2026-04-09,SH601689,0.08418483,0.9735483
2026-04-09,SH688271,0.08283832,0.97709334
2026-04-09,SZ300760,0.08099983,0.98605573
2026-04-09,SH600000,0.080357485,0.9831578
2026-04-09,SZ002241,0.07986327,0.97977716
2026-04-09,SH600515,0.07752321,0.97547185
2026-04-09,SZ300832,0.0768395,0.9857178
2026-04-09,SZ002938,0.07570418,0.9692304
2026-04-09,SZ000895,0.07134617,0.9835687
2026-04-09,SH601888,0.07073545,0.9807328
2026-04-09,SH601988,0.06855314,0.98825175
2026-04-09,SH601166,0.06819994,0.98111755
2026-04-09,SZ300347,0.06813923,0.9795694
2026-04-09,SH601127,0.06639048,0.98047584
2026-04-09,SH601825,0.06582629,0.9764074
2026-04-09,SZ300442,0.0656788,0.9802537
2026-04-09,SZ002179,0.06545528,0.9632586
2026-04-09,SH601698,0.065027155,0.9817244
2026-04-09,SH600660,0.06393009,0.9821775
2026-04-09,SH600036,0.06302496,0.9812952
2026-04-09,SH600161,0.06226342,0.98426086
2026-04-09,SH600009,0.05932232,0.98332214
2026-04-09,SZ300124,0.058652423,0.98745906
2026-04-09,SZ000963,0.058608703,0.98440015
2026-04-09,SZ002050,0.058124684,0.9817577
2026-04-09,SH601077,0.057579778,0.9812899
2026-04-09,SZ003816,0.057228945,0.971141
2026-04-09,SZ000001,0.056820117,0.9880036
2026-04-09,SZ300979,0.05668678,0.98041373
2026-04-09,SH600233,0.056596436,0.975244
2026-04-09,SH600346,0.05626192,0.9751184
2026-04-09,SH600887,0.056051888,0.9832266
2026-04-09,SH603392,0.055617623,0.98003286
2026-04-09,SH600188,0.054916583,0.9848809
2026-04-09,SZ002074,0.05456061,0.9837515
2026-04-09,SH601111,0.053754173,0.9708755
2026-04-09,SH600115,0.0535473,0.9819595
2026-04-09,SH601328,0.053350948,0.9802623
2026-04-09,SH601872,0.053111054,0.98446584
2026-04-09,SZ002422,0.05301804,0.9871453
2026-04-09,SZ300015,0.052326538,0.9858992
2026-04-09,SZ002049,0.051877134,0.9786422
2026-04-09,SH600019,0.051118754,0.9847291
2026-04-09,SH601816,0.050033234,0.98431003
2026-04-09,SH601600,0.04993289,0.98532224
2026-04-09,SZ002625,0.04942561,0.98082525
2026-04-09,SZ002920,0.04915815,0.9862969
2026-04-09,SH601668,0.048544966,0.98308325
2026-04-09,SH600918,0.048414804,0.9842104
2026-04-09,SH600061,0.048252754,0.98501277
2026-04-09,SH603893,0.04814411,0.97398394
2026-04-09,SH603501,0.047815897,0.97765005
2026-04-09,SH601211,0.046524577,0.98324984
2026-04-09,SH601398,0.046463393,0.9881174
