datetime,instrument,0,confidence
2026-04-15,SZ002493,0.16784167,0.99136496
2026-04-15,SH603501,0.14149487,0.9782493
2026-04-15,SH600309,0.13961425,0.970588
2026-04-15,SH600522,0.12770858,0.972817
2026-04-15,SH600547,0.12082974,0.9793905
2026-04-15,SH600026,0.11931629,0.97597957
2026-04-15,SZ000338,0.116063796,0.9717031
2026-04-15,SH600111,0.11488519,0.975245
2026-04-15,SH600482,0.11474251,0.97080404
2026-04-15,SZ000708,0.11121892,0.9778266
2026-04-15,SZ002049,0.108499564,0.97272307
2026-04-15,SZ000975,0.10791143,0.98366576
2026-04-15,SZ002241,0.10490558,0.9778998
2026-04-15,SH600066,0.10048633,0.9763672
2026-04-15,SH600875,0.100259624,0.98474634
2026-04-15,SZ000063,0.09762143,0.9773456
2026-04-15,SH601601,0.09604078,0.97982097
2026-04-15,SH601127,0.09445762,0.9708309
2026-04-15,SH600276,0.093114264,0.9689773
2026-04-15,SZ002600,0.09262339,0.9703268
2026-04-15,SZ300394,0.09017631,0.9811664
2026-04-15,SH600460,0.089056276,0.98035973
2026-04-15,SH603296,0.08860505,0.9814944
2026-04-15,SZ000807,0.08789825,0.9803662
2026-04-15,SH600010,0.08635468,0.97627866
2026-04-15,SH601058,0.08328638,0.9907583
2026-04-15,SH600036,0.08201728,0.9703747
2026-04-15,SH600015,0.08045488,0.97872317
2026-04-15,SZ002648,0.07900306,0.9825916
2026-04-15,SH600741,0.07853796,0.97473145
2026-04-15,SH600150,0.07785723,0.98703986
2026-04-15,SH600660,0.07622298,0.97881657
2026-04-15,SZ300433,0.07602205,0.9864594
2026-04-15,SZ301236,0.07277071,0.9818942
2026-04-15,SH600009,0.07239307,0.9903784
2026-04-15,SH600160,0.07081535,0.9805958
2026-04-15,SH688082,0.06913113,0.9828691
2026-04-15,SZ002920,0.068545125,0.9822219
2026-04-15,SH688169,0.06691823,0.97983885
2026-04-15,SH600176,0.06691676,0.98339796
2026-04-15,SH600989,0.06644767,0.979326
2026-04-15,SH600515,0.06572411,0.97351235
2026-04-15,SZ000408,0.06538946,0.97808254
2026-04-15,SH601868,0.06509579,0.9769191
2026-04-15,SH688396,0.064647056,0.98342806
