datetime,instrument,0,confidence
2026-05-07,SZ000408,0.13437101,0.97026336
2026-05-07,SH600233,0.12753779,0.97483325
2026-05-07,SZ000301,0.10391279,0.9730032
2026-05-07,SZ003816,0.1034111,0.98224384
2026-05-07,SH600150,0.10118396,0.977869
2026-05-07,SH601127,0.097577594,0.97413504
2026-05-07,SH600309,0.09719657,0.9845279
2026-05-07,SH601916,0.09347912,0.9706095
2026-05-07,SZ002142,0.09173723,0.98289293
2026-05-07,SZ002625,0.09112667,0.9821858
2026-05-07,SH600930,0.088782705,0.982272
2026-05-07,SH600160,0.08805636,0.97506297
2026-05-07,SH601838,0.08352468,0.979722
2026-05-07,SH600919,0.08330753,0.97415835
2026-05-07,SH603893,0.0819493,0.97335875
2026-05-07,SH600011,0.081036024,0.97800463
2026-05-07,SH601298,0.07789349,0.982235
2026-05-07,SZ300418,0.07713219,0.98389417
2026-05-07,SH600426,0.07706433,0.9861734
2026-05-07,SH601138,0.0770003,0.9812191
2026-05-07,SZ001965,0.07687505,0.98172975
2026-05-07,SH603501,0.07534825,0.98365545
2026-05-07,SH600023,0.075214796,0.9866283
2026-05-07,SH600905,0.07397198,0.9780082
2026-05-07,SH600030,0.07397028,0.9799974
2026-05-07,SH600926,0.07369863,0.98199147
2026-05-07,SH600989,0.07281994,0.9771966
2026-05-07,SZ002230,0.07273314,0.9748164
2026-05-07,SZ300015,0.07234865,0.9867334
2026-05-07,SH600039,0.07201799,0.9841123
2026-05-07,SZ002241,0.07040603,0.9705676
2026-05-07,SZ002050,0.06949986,0.9766708
2026-05-07,SZ000333,0.066666536,0.98504573
2026-05-07,SH600415,0.065112926,0.98073536
2026-05-07,SH601939,0.06447599,0.9808975
2026-05-07,SH688126,0.0620917,0.9832097
2026-05-07,SH601868,0.06132824,0.9772405
2026-05-07,SH601077,0.059969045,0.97712487
2026-05-07,SH601825,0.059796743,0.97547275
2026-05-07,SZ300979,0.05951608,0.97655267
2026-05-07,SH600795,0.05861663,0.9816257
2026-05-07,SZ300896,0.057117246,0.9783424
2026-05-07,SH601669,0.056431673,0.9825738
2026-05-07,SH601995,0.055806123,0.9848654
2026-05-07,SH601059,0.055583723,0.9663803
2026-05-07,SH600377,0.054078333,0.98150235
2026-05-07,SH600893,0.05402147,0.97850114
2026-05-07,SH601728,0.05402022,0.9812525
2026-05-07,SZ002648,0.053329565,0.9806024
2026-05-07,SH600690,0.05033178,0.9743018
2026-05-07,SH600025,0.0500836,0.98306966
2026-05-07,SH600515,0.049776174,0.9789934
2026-05-07,SH601985,0.049227767,0.9706942
2026-05-07,SZ000895,0.048988484,0.98454916
2026-05-07,SH600188,0.04828172,0.9873431
2026-05-07,SH600741,0.047418453,0.97664535
2026-05-07,SH601238,0.047217958,0.9807701
2026-05-07,SH600588,0.04699462,0.97755516
2026-05-07,SH600938,0.046277188,0.98291105
2026-05-07,SH600016,0.044306792,0.96739334
2026-05-07,SH601689,0.04355488,0.97280043
2026-05-07,SH688223,0.04280477,0.97411084
2026-05-07,SH601012,0.042003475,0.9820759
2026-05-07,SZ300316,0.04163716,0.978687
