datetime,instrument,0,confidence
2026-05-08,SH600233,0.14000565,0.9727419
2026-05-08,SZ000408,0.13401338,0.97957534
2026-05-08,SZ300408,0.13052195,0.97261566
2026-05-08,SZ000301,0.12676606,0.97501343
2026-05-08,SZ002142,0.1096042,0.9737076
2026-05-08,SH601138,0.105522655,0.9842455
2026-05-08,SZ001965,0.099768095,0.97520185
2026-05-08,SZ003816,0.09606009,0.9833629
2026-05-08,SZ000776,0.09396734,0.9799176
2026-05-08,SH600188,0.093226634,0.9762974
2026-05-08,SH600160,0.08991998,0.97966284
2026-05-08,SH600989,0.088332675,0.9824295
2026-05-08,SH600030,0.08662108,0.9839797
2026-05-08,SZ002916,0.07963688,0.9830078
2026-05-08,SH601298,0.0793825,0.98228824
2026-05-08,SH601838,0.07910963,0.9786997
2026-05-08,SZ300015,0.07870837,0.98020154
2026-05-08,SZ002625,0.076741435,0.97497535
2026-05-08,SZ000157,0.07649454,0.9872399
2026-05-08,SH603893,0.07599973,0.9755685
2026-05-08,SH600426,0.07546922,0.9814745
2026-05-08,SH605117,0.074795865,0.98497
2026-05-08,SH688271,0.07238858,0.98275775
2026-05-08,SZ000333,0.07075649,0.98224384
2026-05-08,SH600309,0.07073631,0.9861734
2026-05-08,SH600415,0.0704147,0.98666173
2026-05-08,SZ002648,0.06998309,0.97585857
2026-05-08,SZ002938,0.06975209,0.9806811
2026-05-08,SH600875,0.068672664,0.9804536
2026-05-08,SZ000630,0.06792747,0.98685116
2026-05-08,SH600926,0.06684583,0.98160064
2026-05-08,SZ002049,0.06654354,0.98577625
2026-05-08,SH603501,0.066500105,0.9883957
2026-05-08,SH601868,0.06528277,0.97447157
2026-05-08,SZ002466,0.06398093,0.9817297
2026-05-08,SH600025,0.06305132,0.9870198
2026-05-08,SZ002709,0.061184995,0.98246694
2026-05-08,SZ002028,0.060952567,0.9818617
2026-05-08,SH600377,0.060947336,0.9782639
2026-05-08,SZ300979,0.060415603,0.977638
2026-05-08,SZ300760,0.05942235,0.9775589
2026-05-08,SH601939,0.05889543,0.9795663
2026-05-08,SH600919,0.057329394,0.98231024
2026-05-08,SH600690,0.057264067,0.9752466
2026-05-08,SZ302132,0.056930833,0.97191614
2026-05-08,SH600938,0.0568868,0.97603637
2026-05-08,SH601995,0.056669883,0.9851312
2026-05-08,SH601077,0.05565264,0.9774435
2026-05-08,SZ300418,0.054281257,0.977387
2026-05-08,SH600372,0.05420766,0.99016285
2026-05-08,SH603259,0.05345895,0.9867938
2026-05-08,SH600039,0.052160777,0.9807897
2026-05-08,SH601901,0.051586635,0.98204273
2026-05-08,SH601059,0.051076762,0.98097277
2026-05-08,SH600482,0.04973077,0.9846106
2026-05-08,SH600061,0.049537413,0.9776749
2026-05-08,SZ002493,0.0494949,0.97664976
2026-05-08,SH600019,0.049424358,0.98294675
2026-05-08,SZ000895,0.049001656,0.98631114
2026-05-08,SH688472,0.04766313,0.9835864
2026-05-08,SH601127,0.047059856,0.9760869
2026-05-08,SH688036,0.046699814,0.98579943
2026-05-08,SZ300896,0.045515515,0.98116875
2026-05-08,SZ002415,0.043915026,0.98496914
2026-05-08,SZ300661,0.04362064,0.9819359
2026-05-08,SH601456,0.042912804,0.98626035
2026-05-08,SH600930,0.042548977,0.98345745
2026-05-08,SH601009,0.042480133,0.97824985
2026-05-08,SH600588,0.04218977,0.9854595
2026-05-08,SH601006,0.041325025,0.97397125
2026-05-08,SH601825,0.040489174,0.9722883
2026-05-08,SH600027,0.04015764,0.9792164
2026-05-08,SH601888,0.040079795,0.98300654
2026-05-08,SH603260,0.039845936,0.9811943
2026-05-08,SH601985,0.039732136,0.98881185
2026-05-08,SH601669,0.03916066,0.98336625
2026-05-08,SH601018,0.03910785,0.9830192
2026-05-08,SZ000786,0.03774842,0.9863079
2026-05-08,SZ300832,0.03722226,0.9840522
2026-05-08,SH601916,0.036999635,0.98232794
2026-05-08,SH601857,0.036753193,0.98265034
2026-05-08,SH601628,0.036643885,0.982714
2026-05-08,SH601878,0.035696886,0.9858882
2026-05-08,SZ002230,0.035337172,0.98425657
2026-05-08,SH601601,0.034444533,0.97847456
2026-05-08,SH601728,0.03384088,0.98610616
2026-05-08,SH600795,0.033780776,0.97904634
2026-05-08,SH601881,0.032197945,0.9855942
2026-05-08,SH600406,0.031641863,0.9833981
2026-05-08,SH601898,0.03136368,0.9864113
2026-05-08,SH688012,0.030005611,0.98810005
2026-05-08,SH600050,0.029874973,0.9761613
2026-05-08,SH600009,0.029441379,0.98940176
2026-05-08,SZ000768,0.028808974,0.9755642
2026-05-08,SH601398,0.02870085,0.983182
2026-05-08,SH601229,0.027395494,0.9825081
2026-05-08,SZ000166,0.027155064,0.98474413
2026-05-08,SH600905,0.025424965,0.9794877
2026-05-08,SH600150,0.025417224,0.9845487
2026-05-08,SZ002311,0.025297008,0.9868911
2026-05-08,SH603986,0.025282733,0.9829967
2026-05-08,SH688256,0.024877839,0.9864761
2026-05-08,SH601988,0.024847753,0.9807068
2026-05-08,SH601318,0.02475854,0.97690725
2026-05-08,SH601166,0.024710871,0.982793
2026-05-08,SH601012,0.024660088,0.9813892
2026-05-08,SH601238,0.024537668,0.98690087
2026-05-08,SZ002236,0.023799233,0.98705506
2026-05-08,SZ002600,0.023468345,0.9814595
2026-05-08,SZ001391,0.02293592,0.98313797
2026-05-08,SZ300316,0.022413388,0.9816472
2026-05-08,SZ300750,0.022169687,0.98280036
2026-05-08,SH601211,0.021977253,0.98153245
2026-05-08,SH603799,0.021945022,0.97837573
2026-05-08,SH600741,0.021373853,0.9843115
2026-05-08,SZ002594,0.021137357,0.9836909
2026-05-08,SH600015,0.020675115,0.9843811
2026-05-08,SH601319,0.019714631,0.9769935
2026-05-08,SZ000100,0.019470058,0.9842897
2026-05-08,SH600176,0.018761717,0.97501016
2026-05-08,SZ002601,0.018269919,0.9850759
2026-05-08,SH600760,0.018241152,0.976985
2026-05-08,SH600048,0.018191494,0.9777529
2026-05-08,SZ002714,0.017988361,0.9854558
2026-05-08,SZ000001,0.017062254,0.9814098
2026-05-08,SH600674,0.016611911,0.9849493
2026-05-08,SH600660,0.015564494,0.9818741
2026-05-08,SH688187,0.015414029,0.98290455
2026-05-08,SH600023,0.015401669,0.9795615
2026-05-08,SZ000725,0.015301548,0.981268
2026-05-08,SH605499,0.014828958,0.9842993
2026-05-08,SH600900,0.014380731,0.9861856
2026-05-08,SZ002371,0.014355116,0.98695356
2026-05-08,SZ000568,0.0142208785,0.98588485
2026-05-08,SH600918,0.013539158,0.98729694
2026-05-08,SH688506,0.013485052,0.98754686
2026-05-08,SH601688,0.012772739,0.9860555
2026-05-08,SZ300059,0.012282804,0.9839536
2026-05-08,SH600522,0.012134939,0.9750294
2026-05-08,SZ301236,0.012020238,0.9758818
2026-05-08,SH600515,0.011322863,0.9853845
2026-05-08,SZ000338,0.010889351,0.9856857
2026-05-08,SZ000625,0.010696985,0.9911231
2026-05-08,SZ000651,0.010131776,0.98134905
2026-05-08,SH688111,0.009924866,0.9806074
2026-05-08,SH601088,0.008883834,0.98774207
2026-05-08,SH601169,0.0088435635,0.9851671
2026-05-08,SZ300124,0.008541353,0.9771663
2026-05-08,SZ002304,0.00840079,0.98215055
2026-05-08,SH688303,0.0082889795,0.9784324
2026-05-08,SH600089,0.008268781,0.9780473
2026-05-08,SH600031,0.007125646,0.98635405
2026-05-08,SH600887,0.006802894,0.9766034
2026-05-08,SH601668,0.0066122487,0.9830253
2026-05-08,SH600886,0.006570868,0.9850698
2026-05-08,SH601117,0.0064142644,0.99094146
2026-05-08,SZ002074,0.0061699376,0.9859853
2026-05-08,SH601021,0.0058659613,0.9822328
2026-05-08,SH600276,0.0055897087,0.9817488
2026-05-08,SH601186,0.005342841,0.98578185
2026-05-08,SZ300866,0.005308196,0.9881151
2026-05-08,SH601236,0.0052639768,0.98314613
2026-05-08,SH601328,0.0051312,0.98525304
2026-05-08,SH601808,0.0045415014,0.9879066
2026-05-08,SH600941,0.0035297573,0.9851918
2026-05-08,SZ300476,0.0031180754,0.97269315
2026-05-08,SH600600,0.0030578002,0.97838527
2026-05-08,SH600000,0.0026469156,0.98088455
2026-05-08,SH600016,0.002462864,0.98625517
2026-05-08,SH601816,0.0007427037,0.98876965
2026-05-08,SH600196,0.00034995377,0.9806184
2026-05-08,SH600519,-1.3805926e-05,0.9844657
2026-05-08,SH600803,-0.000678502,0.9829947
2026-05-08,SZ000538,-0.00080356747,0.9891122
2026-05-08,SH601633,-0.0008180365,0.98177105
2026-05-08,SZ300347,-0.0008263141,0.992109
2026-05-08,SH600028,-0.0012955964,0.9894135
2026-05-08,SH688223,-0.0016309917,0.9829631
2026-05-08,SH601360,-0.0016925558,0.97590286
2026-05-08,SH601766,-0.001707755,0.9825836
2026-05-08,SZ000983,-0.0019885525,0.9838599
2026-05-08,SH600999,-0.002533771,0.98046297
